,name,platform_id,url,total_review_count,address,id,image_url,lat,lng,zabiha_name,zabiha_lat,zabiha_lng,zabiha_distance,zabiha_similarity,mfoodies_name,mfoodies_lat,mfoodies_lng,mfoodies_distance,mfoodies_similarity,halal,note_1,note_2
1232,Thai Nara Halal Restaurant,JX5QkNfMd-jP-Nz5iQ_QeA,https://www.yelp.com/biz/thai-nara-halal-restaurant-woodside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,38,"{""64-02 35th Ave"",""Woodside, NY 11377""}",6684,https://s3-media1.fl.yelpcdn.com/bphoto/OBkrIZiZwY5jxz_nOoSKWA/o.jpg,40.75011,-73.89848,Madina Halal,40.750112,-73.89848,0.000212282,0.473684211,Affy's Premium Grill,40.764918,-73.9551707,5.0508638,0.217391304,TRUE,In name,
1233,The Halal Guys,ZSJ4ioRHCdcM7C9Wf3ksdw,https://www.yelp.com/biz/the-halal-guys-long-island-city-7?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,11,"{""24-08 40th Ave"",""Long Island City, NY 11101""}",6686,https://s3-media2.fl.yelpcdn.com/bphoto/CC9iaThOquhdmPIHOYV4rQ/o.jpg,40.75357,-73.93858,Bistro Grill,40.5425821,-74.1453515,29.23559203,0.153846154,Al Masry,40.7040908,-74.0131726,8.353293726,0.272727273,TRUE,In name,
1234,Halal Sandwich Shop,Fijpg34Lr2TIMCbPVJNpog,https://www.yelp.com/biz/halal-sandwich-shop-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,93,"{""25-61 Steinway St"",""Astoria, NY 11103""}",6691,https://s3-media1.fl.yelpcdn.com/bphoto/ZT4dc04esn2HTWGnP-lBrg/o.jpg,40.7663,-73.91267,Halal Sandwich Shop,40.766305,-73.912679,0.000938238,1,Holy Cow,40.76872,-73.954887,3.56548179,0.296296296,TRUE,In name,
1235,King of Falafel & Shawarma - Restaurant,deJwwVdY2L88MAMKxE5S7A,https://www.yelp.com/biz/king-of-falafel-and-shawarma-restaurant-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,283,"{""30-15 Broadway"",""Astoria, NY 11106""}",6692,https://s3-media1.fl.yelpcdn.com/bphoto/_HGiuRDEJ1QeXATwsvARUA/o.jpg,40.76218809,-73.92554779,King of Falafel & Shawarma,40.7622701,-73.9254721,0.011126171,0.8,Affy's Premium Grill,40.764918,-73.9551707,2.513246542,0.13559322,TRUE,,
1237,Little Morocco,AzHbXpKevHaeHPhJHE8UnQ,https://www.yelp.com/biz/little-morocco-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,140,"{""2439 Steinway St"",""Astoria, NY 11103""}",6694,https://s3-media3.fl.yelpcdn.com/bphoto/mKL2SjOEzON6f3Uh775LQw/o.jpg,40.767964,-73.911346,Tagine,40.754057,-73.989497,6.76135721,0.2,Munch,40.754057,-73.989497,6.76135721,0.210526316,TRUE,Note they are a��_halal��_restaurant.,
1238,Zyara Restaurant,3FzpZE56CHuipiY_JDT3EA,https://www.yelp.com/biz/zyara-restaurant-astoria-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,160,"{""25-53 Steinway St"",""Astoria, NY 11103""}",6695,https://s3-media1.fl.yelpcdn.com/bphoto/t_F71v8CBS4GQ6FOkdUUqg/o.jpg,40.76648,-73.91251,Halal Sandwich Shop,40.766305,-73.912679,0.02410864,0.285714286,Holy Cow,40.76872,-73.954887,3.577463893,0.166666667,TRUE,And of course their meat is all��_halal.,
1240,King of Falafel & Shawarma - Truck,8B4iOakIU4kFJAc3VNU_PA,https://www.yelp.com/biz/king-of-falafel-and-shawarma-truck-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,109,"{""31st Ditmars"",""Astoria, NY 11105""}",6697,https://s3-media2.fl.yelpcdn.com/bphoto/cTKoOBqbTwImhCS6kslytg/o.jpg,40.77613297,-73.91070586,Truva Caf��Ε�_ & Grill,40.7750641,-73.9116188,0.141547418,0.264150943,Taco Mahal,40.7902592,-73.9472408,3.453913136,0.136363636,TRUE,https://www.yelp.com/biz_photos/king-of-falafel-and-shawarma-truck-astoria?select=65NfJUKzbhugOUrv20pNJA,
1246,The Kati Roll Company,BPyt7S9TdcR1u571iacg7g,https://www.yelp.com/biz/the-kati-roll-company-new-york-5?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,1531,"{""49 W 39th St"",""New York, NY 10018""}",6712,https://s3-media2.fl.yelpcdn.com/bphoto/myOO9urRL9fAhNhzStmCug/o.jpg,40.75269,-73.98466,BURGERS by Honest Chops,40.7296283,-74.0010291,2.911649681,0.272727273,Alpha Restaurant & Lounge,40.7296283,-74.0010291,2.911649681,0.260869565,TRUE,"Definitly like the ambience of the place, plus food is��_halal.",
1247,Khyber Pass,S37Fd4Jrwuv6R1DukmlqSQ,https://www.yelp.com/biz/khyber-pass-new-york-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,350,"{""34 Saint Mark's Pl"",""New York, NY 10003""}",6716,https://s3-media4.fl.yelpcdn.com/bphoto/iXg-ahujY7_nVHqi1z4yFw/o.jpg,40.72864,-73.98837,Khyber Pass,40.72864,-73.988379,0.000757964,1,Fresco Fusion,40.7282691,-73.9874902,0.084835544,0.25,TRUE,,
1252,GupShup,jf3JRaxUYU93x8LFU-8gkA,https://www.yelp.com/biz/gupshup-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,282,"{""115 E18th St"",""New York, NY 10003""}",6821,https://s3-media1.fl.yelpcdn.com/bphoto/6mlCylhy_vusqveopX5OIg/o.jpg,40.73683233,-73.98771327,Skewr Kabob Kitchen,40.7404492,-73.9875762,0.402343163,0.153846154,Tarim Uyghur Cuisine,40.7388719,-73.9929549,0.496450677,0.148148148,TRUE,NOTE: ONLY lamb and chicken are��_halal��_and they can accommodate��_halal��_eaters that want it cooked separately from their other items.,
1253,Rumi Turkish Grill,cAEHvzQBxREhpJkFonpYaQ,https://www.yelp.com/biz/rumi-turkish-grill-jersey-city?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,331,"{""67 Greene St"",""Jersey City, NJ 07302""}",6822,https://s3-media2.fl.yelpcdn.com/bphoto/f0nFY4Q6UenKen5UGriavg/o.jpg,40.71461,-74.03625,Hudson Halal Food Cart,40.713351,-74.0121273,2.037947496,0.15,Bakewell,40.7142821,-74.0114694,2.088886843,0.230769231,TRUE,Halal��_food served here.��_,
1268,Pita Grill,dY0kJNKYzoMg2onA2RPdzg,https://www.yelp.com/biz/pita-grill-new-york-5?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,166,"{""441 3rd Ave"",""New York, NY 10016""}",6894,https://s3-media1.fl.yelpcdn.com/bphoto/dXWLoXPPZuRw7amgEI-c_Q/o.jpg,40.743408,-73.979408,Spice Symphony,40.744727,-73.9811948,0.21016626,0.166666667,Legend Chicken,40.744727,-73.9811948,0.21016626,0.083333333,FALSE,"Also, though I could get a��_halal��_cart style gyro, but was disappointed.",
1271,Kababish,aFhnb8k6H-wD070vvxt4Fw,https://www.yelp.com/biz/kababish-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,166,"{""70-64 Broadway"",""Jackson Heights, NY 11373""}",6728,https://s3-media2.fl.yelpcdn.com/bphoto/IFKvrimb7ehIKe8e9smNMw/o.jpg,40.747598,-73.893979,Tawa Food,40.7475607,-73.893948,0.00490133,0.235294118,Affy's Premium Grill,40.764918,-73.9551707,5.502205881,0.071428571,TRUE,"��_In Jackson Heights, if you eat��_Halal��_and looking for good south-Asian food...THIS is where you go!!",
1272,Balade,lUpyqsKw-IBqsMgYIHZj7Q,https://www.yelp.com/biz/balade-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,701,"{""208 1st Ave"",""New York, NY 10009""}",6730,https://s3-media4.fl.yelpcdn.com/bphoto/ioQDiUhm-Ya_Qfged9Owgw/o.jpg,40.730251,-73.983001,Balade,40.73025,-73.983001,9.49E-05,1,Lahori Chilli,40.73025,-73.983001,9.49E-05,0.210526316,TRUE,It's also a��_Halal��_Restaurant,
1273,Mariam & Sara Halal Food,Ee_DBAAOBwQYOZA2uC2x8A,https://www.yelp.com/biz/mariam-and-sara-halal-food-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,5,"{""West 23rd St"",""New York, NY""}",6731,https://s3-media3.fl.yelpcdn.com/bphoto/lg3kxo0lyzSwS0WKyw9D1g/o.jpg,40.74588,-73.99992,Pars Grill House & Bar,40.747105,-73.996286,0.335071206,0.347826087,Tallgrass Burger,40.747105,-73.996286,0.335071206,0.2,TRUE,In name,
1276,Frangos Peri Peri,Z6ucILdV-BUJ4pJWSfINzQ,https://www.yelp.com/biz/frangos-peri-peri-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,56,"{""182 Avenue B"",""New York, NY 10009""}",6736,https://s3-media3.fl.yelpcdn.com/bphoto/o00F9suKivn5rZuWNBbpBA/o.jpg,40.727787,-73.979444,Au Za'atar,40.7288533,-73.9811442,0.185966733,0.074074074,Peri Peri Grill House,40.729432,-73.978802,0.190747759,0.473684211,TRUE,the meat is��_halal��_too!,
1277,Sizzle Falafel Bar & Shawarma,m1fBVMRv8_Lo6B2Yzf54oQ,https://www.yelp.com/biz/sizzle-falafel-bar-and-shawarma-fresh-meadows-3?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,79,"{""186-15 Union Tpke"",""Fresh Meadows, NY 11366""}",6738,https://s3-media2.fl.yelpcdn.com/bphoto/zT-92Rpks0KxZfLVBKFVBw/o.jpg,40.7288763,-73.7827454,Junoon Caf��Ε�_ & Grill,40.7267767,-73.7884133,0.531615909,0.285714286,Affy's Premium Grill,40.764918,-73.9551707,15.068063,0.12244898,FALSE,This place is pretty much a��_halal��_cart but in a store front.,
1281,Olivos Mediterranean Bar & Grill,k_ps7pFNTE48MIm23vg87w,https://www.yelp.com/biz/olivos-mediterranean-bar-and-grill-garden-city?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,11,"{""630 Old Country Rd"",""Fl 2"",""Roosevelt Field Mall"",""Garden City, NY 11530""}",6785,https://s3-media3.fl.yelpcdn.com/bphoto/HvH17EB5B3q9fkxMWvho4g/o.jpg,40.738202,-73.613312,New Sunshine Grill & Restaurant ,40.7366609,-73.7124951,8.358260164,0.28125,Asian Taste 86 Halal Food,40.8018929,-73.9344242,27.95348955,0.315789474,FALSE,This place deceives��_Halal��_eaters by claiming it's a��_Halal��_place when it's not.,
1285,The Greek Place,aU5wBEpbuFYWp2G3jqHBOg,https://www.yelp.com/biz/the-greek-place-new-hyde-park-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,362,"{""2144 Jericho Tpke"",""New Hyde Park, NY 11040""}",6798,https://s3-media3.fl.yelpcdn.com/bphoto/bAw0MJLqFBr5myTG2jgWbQ/o.jpg,40.737724,-73.669208,New Sunshine Grill & Restaurant ,40.7366609,-73.7124951,3.649009474,0.29787234,Asian Taste 86 Halal Food,40.8018929,-73.9344242,23.44652476,0.3,FALSE,"Don't see why people like this place, when I can get a better gyro at a��_halal��_cart for half the price.",
1286,Halal Food Cart,#NAME?,https://www.yelp.com/biz/halal-food-cart-new-york-6?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,18,"{""142 E 14th St"",""New York, NY 10003""}",6800,https://s3-media3.fl.yelpcdn.com/bphoto/MTbMw_7nfoi2_3ejfD5OAw/o.jpg,40.73346,-73.98797,Bistro Grill,40.5425821,-74.1453515,25.03669235,0.148148148,Al Masry,40.7040908,-74.0131726,3.89566447,0.347826087,TRUE,In name,
1287,Mashallah Sweets & Restaurant,rML0mPoWQHxG8ifHGuI7pQ,https://www.yelp.com/biz/mashallah-sweets-and-restaurant-brooklyn?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,94,"{""663 Coney Island Ave"",""Brooklyn, NY 11218""}",6802,https://s3-media3.fl.yelpcdn.com/bphoto/laFDXlquTzxgWx879jBWsQ/o.jpg,40.641254,-73.969039,Mazedar Zabiha Halal Meat & Grocery,40.6411059,-73.9691875,0.020692661,0.4375,YANA - Uyghur Kebab Express,40.7040511,-74.0090199,7.754186018,0.142857143,TRUE,"This a great place that lives up to its name. In fact, its the name that drew me in one day as i walked down the street hungry and looking for a place with zabiha��_halal��_meat.",
1288,Fuji Buffet,i6puZBZcOnimxSAHik2uZQ,https://www.yelp.com/biz/fuji-buffet-valley-stream-4?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,48,"{""1061 Green Acres Mall"",""Valley Stream, NY 11581""}",6804,https://s3-media2.fl.yelpcdn.com/bphoto/bsNvqSIOhftdmYf5ViaxiQ/o.jpg,40.66157393,-73.71923621,Mis Kebab,40.641951,-73.6664221,4.961085397,0.3,Affy's Premium Grill,40.764918,-73.9551707,22.96699288,0.193548387,TRUE,its��_halal��_which is a good bonus too.,
1289,American Flag Deli & Grocery,IMCTmARUVI24rz7DHB2xQw,https://www.yelp.com/biz/american-flag-deli-and-grocery-new-york-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,14,"{""7515 Parsons Blvd"",""New York, NY 11366""}",6806,https://s3-media3.fl.yelpcdn.com/bphoto/T5NCEOBt0J8OtI2XmNwiNw/o.jpg,40.7261126,-73.81049383,Aria Kabab,40.727566,-73.813313,0.287321412,0.315789474,Affy's Premium Grill,40.764918,-73.9551707,12.92929808,0.25,TRUE,First of all they use all��_halal��_meat and the guy really makes it with love .,"I recommend this spot to all my Muslim brothers and sisters , they make all the cold cuts with 100% CERTIFIED��_HALAL��_Meat��_"
1292,Sam's Steak & Grill,S-J9gDWU7YujkFbe8-ZnBA,https://www.yelp.com/biz/sams-steak-and-grill-valley-stream?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,147,"{""58 Rockaway Ave"",""Valley Stream, NY 11580""}",6814,https://s3-media2.fl.yelpcdn.com/bphoto/YFr_LT-_-2DedkEVmUHKsw/o.jpg,40.66381079,-73.69858431,Mis Kebab,40.641951,-73.6664221,3.642776238,0.285714286,Affy's Premium Grill,40.764918,-73.9551707,24.37351814,0.512820513,TRUE,Extra plus is that its��_Halal.,
1295,Sofra Mediterranean Grill,iZIJKQeJ7oSXHzxCmUyhZQ,https://www.yelp.com/biz/sofra-mediterranean-grill-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,73,"{""45-8 46th St"",""Sunnyside, NY 11104""}",6741,https://s3-media3.fl.yelpcdn.com/bphoto/Pr8RutU0Bs4feqntzlXzfQ/o.jpg,40.74274473,-73.91882838,Mangal Turkish Restaurant,40.74285,-73.918491,0.030738758,0.2,Affy's Premium Grill,40.764918,-73.9551707,3.930641653,0.444444444,TRUE,https://www.yelp.com/biz/sofra-mediterranean-grill-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,
1296,Eatzy Chinese,bykNX7DuZc6hxjD07qtnow,https://www.yelp.com/biz/eatzy-chinese-jackson-heights-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,16,"{""37-21 72nd St"",""Jackson Heights, NY 11372""}",6743,https://s3-media1.fl.yelpcdn.com/bphoto/w3ww6vy3wqPk8mNzOdKLkA/o.jpg,40.74972399,-73.89376962,Kabab King Diner,40.748929,-73.89337,0.094591731,0.344827586,Affy's Premium Grill,40.764918,-73.9551707,5.440665555,0.181818182,TRUE,"New place, fresh food, 100%��_halal.��_",
1297,Texas Chicken and Burger,aoRxSqAC0UaglsL2_-BL_w,https://www.yelp.com/biz/texas-chicken-and-burger-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,26,"{""2407 Steinway St"",""Astoria, NY 11103""}",6745,https://s3-media1.fl.yelpcdn.com/bphoto/-s19HdpIgG9oE6H6ToQ4VQ/o.jpg,40.768575,-73.9109301,Al-Sham Sweets & Pastries,40.7685066,-73.9112051,0.024375691,0.204081633,Holy Cow,40.76872,-73.954887,3.701810696,0.125,TRUE,Great to have a quality��_halal��_burger place near by.,
1300,Potala Fresh Momo,5yEX566DCppdRBcd_c1jvA,https://www.yelp.com/biz/potala-fresh-momo-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,82,"{""Broadway & 37th Rd"",""Jackson Heights, NY 11372""}",6751,https://s3-media1.fl.yelpcdn.com/bphoto/NrafDQipM_A6C16mPd2jBw/o.jpg,40.74753114,-73.89340522,Dera ,40.7477371,-73.8935183,0.024803666,0.181818182,Affy's Premium Grill,40.764918,-73.9551707,5.550091117,0.216216216,TRUE,These guys serve��_HALAL��_which is a plus!��_,
1301,Firdos Cafe & Grill,LdlQrav3e3snq3uZvjG_Fg,https://www.yelp.com/biz/firdos-cafe-and-grill-astoria?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,122,"{""25-21 Steinway St"",""Astoria, NY 11103""}",6753,https://s3-media2.fl.yelpcdn.com/bphoto/KnqL5IH92giAwVtMYTWfDA/o.jpg,40.76725,-73.91189,Firdos Grill & Caf��Ε�_,40.767225,-73.912076,0.015908666,0.615384615,Holy Cow,40.76872,-73.954887,3.624662366,0.222222222,TRUE,,
1302,Sagar Chinese - Jackson Heights,VEjkxniAlG35cR3pjHvF-A,https://www.yelp.com/biz/sagar-chinese-jackson-heights-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,122,"{""74-19 37th Ave"",""Jackson Heights, NY 11372""}",6755,https://s3-media2.fl.yelpcdn.com/bphoto/7IbDhVkHhoHEzwHI6e-KvQ/o.jpg,40.7491052,-73.8914956,Afghan Kebab House #4,40.748893,-73.891506,0.023611792,0.230769231,Affy's Premium Grill,40.764918,-73.9551707,5.644126683,0.117647059,TRUE,The food is very yum and it's��_halal��_the overall experience is good��_,
1303,Turkish Grill,tg2I4TLCUNr_llG2xLE4sg,https://www.yelp.com/biz/turkish-grill-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,394,"{""42-03 Queens Blvd"",""Sunnyside, NY 11104""}",6756,https://s3-media1.fl.yelpcdn.com/bphoto/u91-aG-H9gT6LpTt--v8CA/o.jpg,40.743784,-73.92218077,Turkish Grill,40.74378423,-73.92218068,0,1,Affy's Premium Grill,40.764918,-73.9551707,3.639260851,0.424242424,TRUE,,
1304,Halal Cart,BilbRcNQXKmcBFvLm4gxAQ,https://www.yelp.com/biz/halal-cart-queens-2?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,3,"{""74 St 37th Ave"",""Across TD Bank"",""Queens, NY""}",6757,https://s3-media1.fl.yelpcdn.com/bphoto/Bq_MTqNw8vgOU6ri6M1v9w/o.jpg,40.74886395,-73.89189644,King Kabab,40.703707,-73.8220305,7.737856865,0.2,Affy's Premium Grill,40.764918,-73.9551707,5.620525762,0.133333333,TRUE,In name,
1305,Ignited Restaurant & Lounge,iHmBWf-QuwzqvCL-ZebITw,https://www.yelp.com/biz/ignited-restaurant-and-lounge-astoria-7?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,208,"{""3027 Steinway St"",""Astoria, NY 11103""}",6758,https://s3-media2.fl.yelpcdn.com/bphoto/C_wzo4oLTiSWLvo3uZj5Tw/o.jpg,40.76319517,-73.9153153,Ignited Restaurant & Lounge,40.763076,-73.915301,0.013305921,1,Affy's Premium Grill,40.764918,-73.9551707,3.362066737,0.127659574,TRUE,,
1309,Dera Restaurant,qZgRPGUl01ldRuTd6pSOnA,https://www.yelp.com/biz/dera-restaurant-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,256,"{""7209 Broadway"",""Jackson Heights, NY 11372""}",6787,https://s3-media4.fl.yelpcdn.com/bphoto/SHNoxcueT5n_gSm0CNZS5w/o.jpg,40.7477417,-73.89348602,Dera ,40.7477371,-73.8935183,0.002766457,0.5,Affy's Premium Grill,40.764918,-73.9551707,5.53558283,0.114285714,TRUE,Halal��_meat only! That is good!,
1310,Eim Khao Mun Kai Elmhurst,m2_ZNFos5ugAwe8ft8eaEw,https://www.yelp.com/biz/eim-khao-mun-kai-elmhurst-elmhurst?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,424,"{""81-32 Broadway"",""Elmhurst, NY 11373""}",6795,https://s3-media2.fl.yelpcdn.com/bphoto/JqeuGqrZxCPGVowAEs8XFQ/o.jpg,40.74294141,-73.88327334,Asian Taste 86,40.74176,-73.8786019,0.414900707,0.358974359,Affy's Premium Grill,40.764918,-73.9551707,6.530527914,0.222222222,FALSE,"The Chicken they use is often��_Halal, you must ask before dining!",
1320,Jackson Diner,IpiGGEXxz-5QVJpijXVmmA,https://www.yelp.com/biz/jackson-diner-jackson-heights?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,620,"{""3747 74th St"",""Jackson Heights, NY 11372""}",6839,https://s3-media1.fl.yelpcdn.com/bphoto/eU3_8gMcU6pbbGrURHEAyw/o.jpg,40.7477755,-73.8915002,Prince Kabab,40.7475022,-73.891824,0.040835756,0.24,Affy's Premium Grill,40.764918,-73.9551707,5.691607651,0.242424242,FALSE,"First I would like to say that I thought this place was��_halal, considering the fact that every restaurant on that street seemed to be��_halal.��_",
1321,Halal Cart,VFMzoouTpbUrySFKaoGOEw,https://www.yelp.com/biz/halal-cart-long-island-city?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,8,"{""28TH Ave Steinway St"",""Long Island City, NY 11103""}",6840,,40.76326999,-73.91550999,King Kabab,40.703707,-73.8220305,10.29094269,0.2,Affy's Premium Grill,40.764918,-73.9551707,3.345228995,0.133333333,TRUE,In name,
1327,Meghna Grocery & Halal Meat,PnNI9eyFUoLyhIF6pXHAOg,https://www.yelp.com/biz/meghna-grocery-and-halal-meat-new-york?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,4,"{""74-18 37th Ave"",""New York, NY 11372""}",6846,https://s3-media4.fl.yelpcdn.com/bphoto/DIhYgB3bs0ZfEQBHHx6wdA/o.jpg,40.7490114,-73.8911964,Farine Baking Company,40.7488954,-73.8910453,0.018121557,0.166666667,Affy's Premium Grill,40.764918,-73.9551707,5.671327011,0.255319149,TRUE,In name,
1332,Turkiyem Market,2UebUoFy47hXkPdBGaGbgg,https://www.yelp.com/biz/turkiyem-market-sunnyside?adjust_creative=xl_eXoprFhB3R9K5U7OxqQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xl_eXoprFhB3R9K5U7OxqQ,15,"{""46-31 Skillman Ave"",""Sunnyside, NY 11104""}",6851,https://s3-media4.fl.yelpcdn.com/bphoto/Q3o3apMqxO_0Nq0nvLosiA/o.jpg,40.74657239,-73.91764641,Mangal Turkish Restaurant,40.74285,-73.918491,0.419981939,0.45,Affy's Premium Grill,40.764918,-73.9551707,3.761810231,0.285714286,TRUE,"A small Turkish shop where I had my��_halal��_meat, my own coffee, Lebanese bread, and the prices In the middle, I would definitely recommended",
